town,flat_type,flat_model,floor_area_sqm,street_name,resale_price,month,remaining_lease,lease_commence_date,storey_range,_id,block,time,lease_years,lease_years_int,size_sqft,cost_psf,days_ago,storey_min,storey_max,storey_mid,full_name,group_count,group_storey_min,group_storey_max,storey_rank,group_cost_psf_max,group_cost_psf_max_date,year
JURONG WEST,4 ROOM,Model A,103.0,JURONG WEST ST 91,413000.0,2013-03,,1988,07 TO 09,23130,914,2013-03-01,74.31917808219178,74,1108.6817,372.5144917608003,-3473,7,9,8.0,JURONG WEST ST 91 1988,1153,2,15,0.4615384615384615,451.7891933806648,2013-11-01,2013
JURONG WEST,4 ROOM,Model A,104.0,JURONG WEST ST 93,411000.0,2013-03,,1989,07 TO 09,23129,977,2013-03-01,75.32191780821918,75,1119.4456,367.14602299566855,-3473,7,9,8.0,JURONG WEST ST 93 1989,444,2,12,0.6,439.0627372290968,2016-06-01,2013
JURONG WEST,3 ROOM,Improved,68.0,HO CHING RD,320000.0,2013-03,,1970,10 TO 12,23107,111,2013-03-01,56.30821917808219,56,731.9452,437.1911995597485,-3473,10,12,11.0,HO CHING RD 1970,239,2,12,0.9,437.1911995597485,2013-03-01,2013
JURONG WEST,3 ROOM,Improved,59.0,BOON LAY AVE,320000.0,2013-03,,1978,10 TO 12,23106,187,2013-03-01,64.31369863013698,64,635.0701,503.88138254343886,-3473,10,12,11.0,BOON LAY AVE 1978,483,2,25,0.391304347826087,503.88138254343886,2013-03-01,2013
JURONG WEST,3 ROOM,Improved,66.0,BOON LAY PL,305000.0,2013-03,,1974,07 TO 09,23104,212,2013-03-01,60.31095890410959,60,710.4173999999999,429.32507002221513,-3473,7,9,8.0,BOON LAY PL 1974,452,2,15,0.4615384615384615,450.43941772822575,2013-06-01,2013
JURONG WEST,3 ROOM,Improved,61.0,YUAN CHING RD,302000.0,2013-03,,1974,01 TO 03,23103,121,2013-03-01,60.31095890410959,60,656.5979,459.9466431433911,-3473,2,3,2.5,YUAN CHING RD 1974,176,2,12,0.05,487.3606814764409,2012-12-01,2013
JURONG WEST,3 ROOM,Improved,67.0,HO CHING RD,300000.0,2013-03,,1971,01 TO 03,23102,114,2013-03-01,57.30821917808219,57,721.1813,415.9841637602085,-3473,2,3,2.5,HO CHING RD 1971,150,2,12,0.05,450.6495107402258,2013-08-01,2013
JURONG WEST,3 ROOM,Improved,59.0,BOON LAY AVE,297000.0,2013-03,,1978,16 TO 18,23101,187,2013-03-01,64.31369863013698,64,635.0701,467.6649081731292,-3473,16,18,17.0,BOON LAY AVE 1978,483,2,25,0.6521739130434783,503.88138254343886,2013-03-01,2013
JURONG WEST,3 ROOM,Improved,59.0,BOON LAY AVE,290000.0,2013-03,,1975,19 TO 21,23100,186,2013-03-01,61.31095890410959,61,635.0701,456.6425029299915,-3473,19,21,20.0,BOON LAY AVE 1975,1139,2,24,0.8181818181818182,486.5604600185082,2011-11-01,2013
JURONG WEST,3 ROOM,Improved,59.0,BOON LAY AVE,280000.0,2013-03,,1975,01 TO 03,23099,186,2013-03-01,61.31095890410959,61,635.0701,440.896209725509,-3473,2,3,2.5,BOON LAY AVE 1975,1139,2,24,0.0227272727272727,486.5604600185082,2011-11-01,2013
JURONG EAST,5 ROOM,Improved,120.0,JURONG EAST ST 13,675000.0,2013-03,,1982,13 TO 15,23098,106,2013-03-01,68.31643835616438,68,1291.668,522.5801057237619,-3473,13,15,14.0,JURONG EAST ST 13 1982,575,2,27,0.48,540.3865389558308,2013-04-01,2013
JURONG EAST,5 ROOM,Improved,120.0,TOH GUAN RD,655000.0,2013-03,,1998,07 TO 09,23097,284,2013-03-01,84.32739726027397,84,1291.668,507.0962507393541,-3473,7,9,8.0,TOH GUAN RD 1998,1920,2,27,0.24,630.4140957937444,2022-07-01,2013
JURONG EAST,EXECUTIVE,Maisonette,149.0,JURONG EAST ST 31,640000.0,2013-03,,1985,04 TO 06,23096,327,2013-03-01,71.31917808219178,71,1603.8211,399.0470009404416,-3473,4,6,5.0,JURONG EAST ST 31 1985,344,2,15,0.2307692307692307,492.5736417858576,2022-04-01,2013
JURONG EAST,EXECUTIVE,Maisonette,147.0,JURONG EAST AVE 1,597000.0,2013-03,,1985,01 TO 03,23095,336,2013-03-01,71.31917808219178,71,1582.2933,377.3004663547523,-3473,2,3,2.5,JURONG EAST AVE 1 1985,389,2,15,0.0384615384615384,464.5156495322327,2022-06-01,2013
JURONG EAST,5 ROOM,Improved,124.0,JURONG EAST ST 21,594000.0,2013-03,,2000,07 TO 09,23094,288D,2013-03-01,86.32739726027397,86,1334.7236,445.0359610034617,-3473,7,9,8.0,JURONG EAST ST 21 2000,365,2,27,0.24,608.0245493877193,2022-04-01,2013
JURONG EAST,5 ROOM,Improved,123.0,JURONG EAST ST 21,568000.0,2013-03,,1983,04 TO 06,23093,204,2013-03-01,69.31643835616438,69,1323.9597,429.01607956798085,-3473,4,6,5.0,JURONG EAST ST 21 1983,768,2,12,0.3,526.913274096264,2022-08-01,2013
JURONG EAST,5 ROOM,Improved,120.0,TOH GUAN RD,563000.0,2013-03,,1999,01 TO 03,23092,271,2013-03-01,85.32739726027397,85,1291.668,435.8705178110784,-3473,2,3,2.5,TOH GUAN RD 1999,734,2,27,0.02,553.4938141487474,2022-01-01,2013
JURONG EAST,5 ROOM,Improved,122.0,JURONG EAST ST 21,550000.0,2013-03,,1987,04 TO 06,23091,228,2013-03-01,73.31917808219178,73,1313.1958,418.8255856438164,-3473,4,6,5.0,JURONG EAST ST 21 1987,61,2,12,0.3,464.5156495322328,2018-07-01,2013
JURONG EAST,4 ROOM,Model A,100.0,TOH GUAN RD,550000.0,2013-03,,1998,07 TO 09,23090,284,2013-03-01,84.32739726027397,84,1076.39,510.96721448545605,-3473,7,9,8.0,TOH GUAN RD 1998,1920,2,27,0.24,630.4140957937444,2022-07-01,2013
JURONG WEST,3 ROOM,Improved,65.0,BOON LAY PL,325000.0,2013-03,,1977,13 TO 15,23108,210,2013-03-01,63.31369863013698,63,699.6535,464.5156495322327,-3473,13,15,14.0,BOON LAY PL 1977,425,2,25,0.5217391304347826,493.1012279649855,2013-04-01,2013
JURONG EAST,5 ROOM,Standard,117.0,PANDAN GDNS,525000.0,2013-03,,1979,22 TO 24,23088,405,2013-03-01,65.31369863013698,65,1259.3763,416.8730188109781,-3473,22,24,23.0,PANDAN GDNS 1979,957,2,27,0.84,476.4263072125464,2022-07-01,2013
JURONG WEST,3 ROOM,Improved,74.0,BOON LAY PL,335000.0,2013-03,,1976,13 TO 15,23109,211,2013-03-01,62.31095890410959,62,796.5286,420.5749799818864,-3473,13,15,14.0,BOON LAY PL 1976,1502,2,25,0.5217391304347826,478.8084387486092,2013-08-01,2013
JURONG WEST,3 ROOM,Model A,74.0,JURONG WEST AVE 1,346000.0,2013-03,,1984,04 TO 06,23111,441,2013-03-01,70.31643835616438,70,796.5286,434.3849046977096,-3473,4,6,5.0,JURONG WEST AVE 1 1984,1076,2,15,0.2307692307692307,493.7864986808392,2022-06-01,2013
JURONG WEST,4 ROOM,Model A,103.0,JURONG WEST ST 91,410000.0,2013-03,,1988,01 TO 03,23128,915,2013-03-01,74.31917808219178,74,1108.6817,369.8085753557581,-3473,2,3,2.5,JURONG WEST ST 91 1988,1153,2,15,0.0384615384615384,451.7891933806648,2013-11-01,2013
JURONG WEST,4 ROOM,Model A,103.0,JURONG WEST ST 93,409000.0,2013-03,,1989,01 TO 03,23127,966,2013-03-01,75.32191780821918,75,1108.6817,368.9066032207441,-3473,2,3,2.5,JURONG WEST ST 93 1989,444,2,12,0.05,439.0627372290968,2016-06-01,2013
JURONG WEST,4 ROOM,Model A,103.0,JURONG WEST ST 42,408000.0,2013-03,,1985,04 TO 06,23126,415,2013-03-01,71.31917808219178,71,1108.6817,368.00463108573007,-3473,4,6,5.0,JURONG WEST ST 42 1985,2244,2,18,0.1875,505.1607688663031,2022-08-01,2013
JURONG WEST,4 ROOM,Model A,104.0,JURONG WEST ST 71,402000.0,2013-03,,1991,04 TO 06,23125,717,2013-03-01,77.32191780821918,77,1119.4456,359.10632906145685,-3473,4,6,5.0,JURONG WEST ST 71 1991,481,2,15,0.2307692307692307,419.8506832310565,2022-05-01,2013
JURONG WEST,4 ROOM,Model A,103.0,JURONG WEST ST 91,400000.0,2013-03,,1988,01 TO 03,23124,913,2013-03-01,74.31917808219178,74,1108.6817,360.7888540056177,-3473,2,3,2.5,JURONG WEST ST 91 1988,1153,2,15,0.0384615384615384,451.7891933806648,2013-11-01,2013
JURONG WEST,4 ROOM,Model A,106.0,JURONG WEST ST 42,400000.0,2013-03,,1984,01 TO 03,23123,434,2013-03-01,70.31643835616438,70,1140.9734,350.577848703572,-3473,2,3,2.5,JURONG WEST ST 42 1984,1370,2,15,0.0384615384615384,452.1285655447065,2011-10-01,2013
JURONG WEST,3 ROOM,Model A,74.0,JURONG WEST ST 52,395000.0,2013-03,,1984,07 TO 09,23122,518,2013-03-01,70.31643835616438,70,796.5286,495.9018420681944,-3473,7,9,8.0,JURONG WEST ST 52 1984,1274,2,18,0.375,519.6147382529642,2012-12-01,2013
JURONG WEST,4 ROOM,Model A,107.0,JURONG WEST ST 42,395000.0,2013-03,,1985,01 TO 03,23121,455,2013-03-01,71.31917808219178,71,1151.7373,342.9601524583774,-3473,2,3,2.5,JURONG WEST ST 42 1985,2244,2,18,0.03125,505.1607688663031,2022-08-01,2013
JURONG WEST,4 ROOM,Simplified,84.0,JURONG WEST ST 42,390000.0,2013-03,,1985,07 TO 09,23120,421,2013-03-01,71.31917808219178,71,904.1676,431.3359602799304,-3473,7,9,8.0,JURONG WEST ST 42 1985,2244,2,18,0.375,505.1607688663031,2022-08-01,2013
JURONG WEST,3 ROOM,New Generation,67.0,JURONG WEST ST 52,381888.0,2013-03,,1982,07 TO 09,23119,525,2013-03-01,68.31643835616438,68,721.1813,529.531201100195,-3473,7,9,8.0,JURONG WEST ST 52 1982,756,2,27,0.24,529.531201100195,2013-03-01,2013
JURONG WEST,3 ROOM,Model A,89.0,JURONG WEST ST 51,380000.0,2013-03,,1986,04 TO 06,23118,504,2013-03-01,72.31917808219178,72,957.9871,396.66504903876057,-3473,4,6,5.0,JURONG WEST ST 51 1986,60,2,6,0.75,451.96117251784807,2013-09-01,2013
JURONG WEST,3 ROOM,Model A,74.0,JURONG WEST ST 52,375000.0,2013-03,,1984,04 TO 06,23117,515,2013-03-01,70.31643835616438,70,796.5286,470.79288803942507,-3473,4,6,5.0,JURONG WEST ST 52 1984,1274,2,18,0.1875,519.6147382529642,2012-12-01,2013
JURONG WEST,3 ROOM,New Generation,67.0,JURONG WEST ST 52,368000.0,2013-03,,1982,10 TO 12,23116,525,2013-03-01,68.31643835616438,68,721.1813,510.2739075458557,-3473,10,12,11.0,JURONG WEST ST 52 1982,756,2,27,0.36,529.531201100195,2013-03-01,2013
JURONG WEST,3 ROOM,New Generation,67.0,JURONG WEST ST 52,356000.0,2013-03,,1983,10 TO 12,23115,527,2013-03-01,69.31643835616438,69,721.1813,493.63454099544737,-3473,10,12,11.0,JURONG WEST ST 52 1983,863,2,15,0.6923076923076923,517.2069769418591,2012-04-01,2013
JURONG WEST,3 ROOM,Model A,75.0,JURONG WEST ST 42,356000.0,2013-03,,1984,01 TO 03,23114,434,2013-03-01,70.31643835616438,70,807.2925,440.9801899559329,-3473,2,3,2.5,JURONG WEST ST 42 1984,1370,2,15,0.0384615384615384,452.1285655447065,2011-10-01,2013
JURONG WEST,3 ROOM,New Generation,67.0,JURONG WEST ST 41,353000.0,2013-03,,1985,04 TO 06,23113,480,2013-03-01,71.31917808219178,71,721.1813,489.4746993578453,-3473,4,6,5.0,JURONG WEST ST 41 1985,1429,2,15,0.2307692307692307,513.047135304257,2022-03-01,2013
JURONG WEST,3 ROOM,Model A,76.0,JURONG WEST AVE 1,351000.0,2013-03,,1984,04 TO 06,23112,425,2013-03-01,70.31643835616438,70,818.0563999999999,429.0657710152992,-3473,4,6,5.0,JURONG WEST AVE 1 1984,1076,2,15,0.2307692307692307,493.7864986808392,2022-06-01,2013
JURONG WEST,3 ROOM,Improved,68.0,BOON LAY AVE,339000.0,2013-03,,1978,10 TO 12,23110,187,2013-03-01,64.31369863013698,64,731.9452,463.1494270336085,-3473,10,12,11.0,BOON LAY AVE 1978,483,2,25,0.391304347826087,503.88138254343886,2013-03-01,2013
HOUGANG,3 ROOM,Model A,74.0,HOUGANG AVE 4,388000.0,2013-03,,1988,10 TO 12,23005,665,2013-03-01,74.31917808219178,74,796.5286,487.1137081581252,-3473,10,12,11.0,HOUGANG AVE 4 1988,96,2,12,0.9,487.1137081581252,2013-03-01,2013
JURONG WEST,3 ROOM,Simplified,64.0,JURONG WEST ST 42,319000.0,2013-03,,1985,01 TO 03,23105,422,2013-03-01,71.31917808219178,71,688.8896,463.0640381274445,-3473,2,3,2.5,JURONG WEST ST 42 1985,2244,2,18,0.03125,505.1607688663031,2022-08-01,2013
HOUGANG,3 ROOM,Improved,69.0,HOUGANG AVE 8,362000.0,2013-03,,1985,04 TO 06,23003,631,2013-03-01,71.31917808219178,71,742.7090999999999,487.4048264657051,-3473,4,6,5.0,HOUGANG AVE 8 1985,555,2,15,0.2307692307692307,572.9026344230871,2022-08-01,2013
TAMPINES,4 ROOM,Model A,105.0,TAMPINES ST 23,500000.0,2013-03,,1985,10 TO 12,23551,226,2013-03-01,71.31917808219178,71,1130.2095,442.3958566973645,-3473,10,12,11.0,TAMPINES ST 23 1985,935,2,15,0.6923076923076923,540.7794128882709,2022-07-01,2013
CHOA CHU KANG,5 ROOM,Improved,123.0,CHOA CHU KANG ST 51,525000.0,2013-03,,1995,10 TO 12,22900,517,2013-03-01,81.32465753424657,81,1323.9597,396.53774960068654,-3473,10,12,11.0,CHOA CHU KANG ST 51 1995,980,2,15,0.6923076923076923,445.4259653048807,2022-06-01,2013
CHOA CHU KANG,5 ROOM,Improved,110.0,CHOA CHU KANG DR,515000.0,2013-03,,2002,16 TO 18,22899,687A,2013-03-01,88.33013698630137,88,1184.029,434.955562743818,-3473,16,18,17.0,CHOA CHU KANG DR 2002,587,2,21,0.7894736842105263,471.6620441404209,2013-06-01,2013
CHOA CHU KANG,5 ROOM,Improved,128.0,CHOA CHU KANG ST 51,508000.0,2013-03,,1995,13 TO 15,22898,503,2013-03-01,81.32465753424657,81,1377.7792,368.70929681620976,-3473,13,15,14.0,CHOA CHU KANG ST 51 1995,980,2,15,0.9230769230769232,445.4259653048807,2022-06-01,2013
CHOA CHU KANG,5 ROOM,Improved,123.0,CHOA CHU KANG ST 52,480000.0,2013-03,,1994,01 TO 03,22897,550,2013-03-01,80.32465753424657,80,1323.9597,362.5487996349134,-3473,2,3,2.5,CHOA CHU KANG ST 52 1994,428,2,15,0.0384615384615384,433.5479395634173,2022-06-01,2013
CHOA CHU KANG,5 ROOM,Improved,121.0,TECK WHYE LANE,478000.0,2013-03,,1989,07 TO 09,22896,119,2013-03-01,75.32191780821918,75,1302.4319,367.0057528535657,-3473,7,9,8.0,TECK WHYE LANE 1989,1693,2,15,0.4615384615384615,472.1515232231736,2022-08-01,2013
CHOA CHU KANG,5 ROOM,Improved,110.0,CHOA CHU KANG CRES,472000.0,2013-03,,2002,04 TO 06,22895,686D,2013-03-01,88.33013698630137,88,1184.029,398.6388846894797,-3473,4,6,5.0,CHOA CHU KANG CRES 2002,1244,2,18,0.1875,474.8382195218379,2022-09-01,2013
CHOA CHU KANG,4 ROOM,Model A,106.0,CHOA CHU KANG ST 54,467500.0,2013-03,,1996,13 TO 15,22894,767,2013-03-01,82.32465753424657,82,1140.9734,409.7378606722997,-3473,13,15,14.0,CHOA CHU KANG ST 54 1996,539,2,21,0.631578947368421,454.8382401669778,2022-07-01,2013
CHOA CHU KANG,4 ROOM,Model A,108.0,CHOA CHU KANG ST 62,466000.0,2013-03,,1996,07 TO 09,22893,612,2013-03-01,82.32465753424657,82,1162.5012,400.85980126300086,-3473,7,9,8.0,CHOA CHU KANG ST 62 1996,1346,2,12,0.6,522.9646385462223,2022-07-01,2013
CHOA CHU KANG,4 ROOM,Premium Apartment,104.0,CHOA CHU KANG CRES,463500.0,2013-03,,1999,13 TO 15,22892,660,2013-03-01,85.32739726027397,85,1119.4456,414.0442376119036,-3473,13,15,14.0,CHOA CHU KANG CRES 1999,2169,2,21,0.631578947368421,461.22121230150776,2022-04-01,2013
CHOA CHU KANG,4 ROOM,Model A,104.0,CHOA CHU KANG CTRL,463000.0,2013-03,,1989,10 TO 12,22891,212,2013-03-01,75.32191780821918,75,1119.4456,413.5975879488918,-3473,10,12,11.0,CHOA CHU KANG CTRL 1989,754,2,15,0.6923076923076923,480.4237197216928,2022-03-01,2013
CHOA CHU KANG,5 ROOM,Improved,115.0,CHOA CHU KANG AVE 5,458000.0,2013-03,,1999,01 TO 03,22890,484,2013-03-01,85.32739726027397,85,1237.8485,369.9968130187176,-3473,2,3,2.5,CHOA CHU KANG AVE 5 1999,1105,2,20,0.0277777777777777,464.5156495322328,2022-07-01,2013
CHOA CHU KANG,4 ROOM,Model A,108.0,CHOA CHU KANG ST 62,455000.0,2013-03,,1996,01 TO 03,22889,608,2013-03-01,82.32465753424657,82,1162.5012,391.3974454391961,-3473,2,3,2.5,CHOA CHU KANG ST 62 1996,1346,2,12,0.05,522.9646385462223,2022-07-01,2013
CHOA CHU KANG,4 ROOM,Model A,114.0,CHOA CHU KANG AVE 2,455000.0,2013-03,,1990,07 TO 09,22888,295,2013-03-01,76.32191780821918,76,1227.0846,370.79757988976473,-3473,7,9,8.0,CHOA CHU KANG AVE 2 1990,264,2,18,0.375,467.6972635701248,2022-07-01,2013
CHOA CHU KANG,5 ROOM,Premium Apartment,123.0,CHOA CHU KANG AVE 2,450000.0,2013-03,,1999,04 TO 06,22887,296D,2013-03-01,85.32739726027397,85,1323.9597,339.8894996577313,-3473,4,6,5.0,CHOA CHU KANG AVE 2 1999,684,2,18,0.1875,441.9663461568817,2022-03-01,2013
TAMPINES,4 ROOM,Model A,101.0,TAMPINES AVE 8,503000.0,2013-03,,1997,10 TO 12,23552,891,2013-03-01,83.32739726027397,83,1087.1539,462.6759835934912,-3473,10,12,11.0,TAMPINES AVE 8 1997,514,2,18,0.5625,567.3694398562849,2022-08-01,2013
CHOA CHU KANG,5 ROOM,Improved,122.0,JLN TECK WHYE,528000.0,2013-03,,1998,13 TO 15,22901,159,2013-03-01,84.32739726027397,84,1313.1958,402.07256221806375,-3473,13,15,14.0,JLN TECK WHYE 1998,1116,2,25,0.5217391304347826,479.1147128032458,2021-08-01,2013
CHOA CHU KANG,5 ROOM,Improved,128.0,CHOA CHU KANG NTH 6,540000.0,2013-03,,1996,07 TO 09,22902,789,2013-03-01,82.32465753424657,82,1377.7792,391.9350792928214,-3473,7,9,8.0,CHOA CHU KANG NTH 6 1996,669,2,18,0.375,507.785600447564,2022-06-01,2013
CHOA CHU KANG,5 ROOM,Improved,128.0,CHOA CHU KANG ST 52,545000.0,2013-03,,1995,07 TO 09,22903,568,2013-03-01,81.32465753424657,81,1377.7792,395.564107804792,-3473,7,9,8.0,CHOA CHU KANG ST 52 1995,678,2,15,0.4615384615384615,468.2617434800733,2022-04-01,2013
CLEMENTI,3 ROOM,New Generation,67.0,WEST COAST RD,355000.0,2013-03,,1980,10 TO 12,22919,701,2013-03-01,66.31369863013698,66,721.1813,492.2479271162467,-3473,10,12,11.0,WEST COAST RD 1980,1401,2,15,0.6923076923076923,551.8723239218765,2022-03-01,2013
CLEMENTI,3 ROOM,New Generation,68.0,CLEMENTI WEST ST 2,352000.0,2013-03,,1980,07 TO 09,22918,730,2013-03-01,66.31369863013698,66,731.9452,480.9103195157233,-3473,7,9,8.0,CLEMENTI WEST ST 2 1980,1456,2,15,0.4615384615384615,512.4985847586391,2013-10-01,2013
CLEMENTI,3 ROOM,New Generation,67.0,WEST COAST RD,347000.0,2013-03,,1986,10 TO 12,22917,520,2013-03-01,72.31917808219178,72,721.1813,481.1550160826411,-3473,10,12,11.0,WEST COAST RD 1986,102,2,12,0.9,481.1550160826411,2013-03-01,2013
CLEMENTI,3 ROOM,New Generation,67.0,WEST COAST DR,346000.0,2013-03,,1978,10 TO 12,22916,506,2013-03-01,64.31369863013698,64,721.1813,479.7684022034404,-3473,10,12,11.0,WEST COAST DR 1978,929,2,15,0.6923076923076923,515.8203630626584,2021-11-01,2013
CLEMENTI,3 ROOM,New Generation,67.0,WEST COAST DR,345000.0,2013-03,,1978,04 TO 06,22915,510,2013-03-01,64.31369863013698,64,721.1813,478.3817883242397,-3473,4,6,5.0,WEST COAST DR 1978,929,2,15,0.2307692307692307,515.8203630626584,2021-11-01,2013
CLEMENTI,3 ROOM,New Generation,67.0,WEST COAST RD,340000.0,2013-03,,1980,01 TO 03,22914,704,2013-03-01,66.31369863013698,66,721.1813,471.44871892823625,-3473,2,3,2.5,WEST COAST RD 1980,1401,2,15,0.0384615384615384,551.8723239218765,2022-03-01,2013
CLEMENTI,3 ROOM,New Generation,68.0,CLEMENTI WEST ST 2,340000.0,2013-03,,1980,01 TO 03,22913,731,2013-03-01,66.31369863013698,66,731.9452,464.5156495322327,-3473,2,3,2.5,CLEMENTI WEST ST 2 1980,1456,2,15,0.0384615384615384,512.4985847586391,2013-10-01,2013
CHOA CHU KANG,4 ROOM,Premium Apartment,104.0,CHOA CHU KANG CRES,448800.0,2013-03,,1999,07 TO 09,22886,669,2013-03-01,85.32739726027397,85,1119.4456,400.9127375193578,-3473,7,9,8.0,CHOA CHU KANG CRES 1999,2169,2,21,0.3157894736842105,461.22121230150776,2022-04-01,2013
CLEMENTI,3 ROOM,New Generation,67.0,WEST COAST RD,335000.0,2013-03,,1980,01 TO 03,22912,704,2013-03-01,66.31369863013698,66,721.1813,464.5156495322328,-3473,2,3,2.5,WEST COAST RD 1980,1401,2,15,0.0384615384615384,551.8723239218765,2022-03-01,2013
CHOA CHU KANG,EXECUTIVE,Premium Apartment,142.0,CHOA CHU KANG AVE 4,620000.0,2013-03,,2000,01 TO 03,22910,453,2013-03-01,86.32739726027397,86,1528.4738,405.6333840985694,-3473,2,3,2.5,CHOA CHU KANG AVE 4 2000,1001,2,20,0.0277777777777777,457.97317559515903,2022-01-01,2013
CHOA CHU KANG,EXECUTIVE,Apartment,141.0,JLN TECK WHYE,618000.0,2013-03,,1998,16 TO 18,22909,163,2013-03-01,84.32739726027397,84,1517.7098999999998,407.1924417176168,-3473,16,18,17.0,JLN TECK WHYE 1998,1116,2,25,0.6521739130434783,479.1147128032458,2021-08-01,2013
CHOA CHU KANG,EXECUTIVE,Maisonette,146.0,CHOA CHU KANG CTRL,600000.0,2013-03,,1989,04 TO 06,22908,207,2013-03-01,75.32191780821918,75,1571.5294,381.79368454704064,-3473,4,6,5.0,CHOA CHU KANG CTRL 1989,754,2,15,0.2307692307692307,480.4237197216928,2022-03-01,2013
CHOA CHU KANG,5 ROOM,Model A,136.0,CHOA CHU KANG AVE 4,600000.0,2013-03,,1993,10 TO 12,22907,433,2013-03-01,79.32465753424657,79,1463.8904,409.86674958726417,-3473,10,12,11.0,CHOA CHU KANG AVE 4 1993,1409,2,18,0.5625,488.3691558595637,2022-06-01,2013
CHOA CHU KANG,4 ROOM,Premium Apartment,113.0,CHOA CHU KANG NTH 6,560000.0,2013-03,,1998,04 TO 06,22906,631,2013-03-01,84.32739726027397,84,1216.3207,460.4048915717705,-3473,4,6,5.0,CHOA CHU KANG NTH 6 1998,603,2,18,0.1875,495.6999169134176,2015-03-01,2013
CHOA CHU KANG,5 ROOM,Improved,124.0,CHOA CHU KANG CRES,550000.0,2013-03,,1999,16 TO 18,22905,666,2013-03-01,85.32739726027397,85,1334.7236,412.0703342624645,-3473,16,18,17.0,CHOA CHU KANG CRES 1999,2169,2,21,0.7894736842105263,461.22121230150776,2022-04-01,2013
CHOA CHU KANG,4 ROOM,Premium Apartment,100.0,CHOA CHU KANG ST 64,550000.0,2013-03,,1998,07 TO 09,22904,642,2013-03-01,84.32739726027397,84,1076.39,510.96721448545605,-3473,7,9,8.0,CHOA CHU KANG ST 64 1998,637,2,20,0.3333333333333333,563.8258918460205,2022-07-01,2013
CLEMENTI,3 ROOM,New Generation,67.0,CLEMENTI WEST ST 2,334000.0,2013-03,,1980,01 TO 03,22911,711,2013-03-01,66.31369863013698,66,721.1813,463.1290356530321,-3473,2,3,2.5,CLEMENTI WEST ST 2 1980,1456,2,15,0.0384615384615384,512.4985847586391,2013-10-01,2013
CHOA CHU KANG,4 ROOM,Model A,109.0,CHOA CHU KANG ST 53,445000.0,2013-03,,1995,10 TO 12,22885,702,2013-03-01,81.32465753424657,81,1173.2650999999998,379.2834202602635,-3473,10,12,11.0,CHOA CHU KANG ST 53 1995,535,2,15,0.6923076923076923,423.962696001641,2022-02-01,2013
CHOA CHU KANG,4 ROOM,Model A,100.0,JLN TECK WHYE,437000.0,2013-03,,1998,10 TO 12,22884,151,2013-03-01,84.32739726027397,84,1076.39,405.98667769117145,-3473,10,12,11.0,JLN TECK WHYE 1998,1116,2,25,0.391304347826087,479.1147128032458,2021-08-01,2013
CHOA CHU KANG,4 ROOM,Model A,104.0,CHOA CHU KANG AVE 4,437000.0,2013-03,,1992,10 TO 12,22883,421,2013-03-01,78.32191780821918,78,1119.4456,390.3718054722802,-3473,10,12,11.0,CHOA CHU KANG AVE 4 1992,418,2,18,0.5625,424.3171798611741,2022-08-01,2013
BUKIT PANJANG,EXECUTIVE,Maisonette,143.0,JELAPANG RD,658000.0,2013-03,,1999,01 TO 03,22862,528,2013-03-01,85.32739726027397,85,1539.2377,427.48433201707576,-3473,2,3,2.5,JELAPANG RD 1999,1014,2,27,0.02,621.5350240220016,2022-08-01,2013
BUKIT PANJANG,5 ROOM,Improved,122.0,GANGSA RD,650000.0,2013-03,,1997,13 TO 15,22861,170,2013-03-01,83.32739726027397,83,1313.1958,494.9756921245103,-3473,13,15,14.0,GANGSA RD 1997,450,2,25,0.5217391304347826,572.0068742173775,2022-05-01,2013
BUKIT PANJANG,EXECUTIVE,Maisonette,146.0,FAJAR RD,633000.0,2013-03,,1989,04 TO 06,22860,408,2013-03-01,75.32191780821918,75,1571.5294,402.7923371971279,-3473,4,6,5.0,FAJAR RD 1989,818,2,18,0.1875,456.879775841292,2022-07-01,2013
BUKIT PANJANG,EXECUTIVE,Premium Apartment,130.0,SENJA LINK,630000.0,2013-03,,2001,01 TO 03,22859,653,2013-03-01,87.33013698630137,87,1399.307,450.22286031585634,-3473,2,3,2.5,SENJA LINK 2001,282,2,21,0.0263157894736842,535.9795956141147,2022-07-01,2013
BUKIT PANJANG,EXECUTIVE,Maisonette,155.0,PETIR RD,610000.0,2013-03,,1988,01 TO 03,22858,144,2013-03-01,74.31917808219178,74,1668.4045,365.61876930924126,-3473,2,3,2.5,PETIR RD 1988,1523,2,21,0.0263157894736842,493.7864986808392,2022-07-01,2013
BUKIT PANJANG,5 ROOM,Improved,121.0,GANGSA RD,610000.0,2013-03,,1997,04 TO 06,22857,172,2013-03-01,83.32739726027397,83,1302.4319,468.35462184241646,-3473,4,6,5.0,GANGSA RD 1997,450,2,25,0.1304347826086956,572.0068742173775,2022-05-01,2013
BUKIT PANJANG,EXECUTIVE,Maisonette,146.0,PENDING RD,600000.0,2013-03,,1987,10 TO 12,22856,129,2013-03-01,73.31917808219178,73,1571.5294,381.79368454704064,-3473,10,12,11.0,PENDING RD 1987,557,2,15,0.6923076923076923,477.2421056838008,2021-12-01,2013
BUKIT PANJANG,EXECUTIVE,Maisonette,143.0,JELAPANG RD,720000.0,2013-03,,1999,16 TO 18,22863,528,2013-03-01,85.32739726027397,85,1539.2377,467.76401071777286,-3473,16,18,17.0,JELAPANG RD 1999,1014,2,27,0.6,621.5350240220016,2022-08-01,2013
