town,flat_type,flat_model,floor_area_sqm,street_name,resale_price,month,remaining_lease,lease_commence_date,storey_range,_id,block,time,lease_years,lease_years_int,size_sqft,cost_psf,days_ago,storey_min,storey_max,storey_mid,full_name,group_count,group_storey_min,group_storey_max,storey_rank,group_cost_psf_max,group_cost_psf_max_date,year
YISHUN,3 ROOM,New Generation,67.0,YISHUN ST 21,350000.0,2013-09,,1985,04 TO 06,32436,201,2013-09-01,70.81506849315069,71,721.1813,485.3148577202432,-3289,4,6,5.0,YISHUN ST 21 1985,2996,2,15,0.2307692307692307,548.6664726331645,2022-05-01,2013
YISHUN,4 ROOM,Simplified,84.0,YISHUN AVE 11,350000.0,2013-09,,1988,10 TO 12,32435,423,2013-09-01,73.81506849315069,74,904.1676,387.096374610194,-3289,10,12,11.0,YISHUN AVE 11 1988,1273,2,15,0.6923076923076923,487.4397984701871,2022-06-01,2013
YISHUN,3 ROOM,New Generation,67.0,YISHUN ST 21,349000.0,2013-09,,1985,10 TO 12,32434,225,2013-09-01,70.81506849315069,71,721.1813,483.9282438410425,-3289,10,12,11.0,YISHUN ST 21 1985,2996,2,15,0.6923076923076923,548.6664726331645,2022-05-01,2013
YISHUN,4 ROOM,Simplified,84.0,YISHUN ST 22,349000.0,2013-09,,1985,04 TO 06,32433,279,2013-09-01,70.81506849315069,71,904.1676,385.99038496845054,-3289,4,6,5.0,YISHUN ST 22 1985,866,2,15,0.2307692307692307,501.42237237178006,2022-03-01,2013
YISHUN,3 ROOM,New Generation,68.0,YISHUN AVE 5,348000.0,2013-09,,1984,10 TO 12,32432,703,2013-09-01,69.81232876712329,70,731.9452,475.44542952122646,-3289,10,12,11.0,YISHUN AVE 5 1984,1685,2,12,0.9,498.6712119978381,2012-10-01,2013
YISHUN,4 ROOM,Simplified,84.0,YISHUN AVE 11,347000.0,2013-09,,1988,07 TO 09,32431,423,2013-09-01,73.81506849315069,74,904.1676,383.7784056849637,-3289,7,9,8.0,YISHUN AVE 11 1988,1273,2,15,0.4615384615384615,487.4397984701871,2022-06-01,2013
YISHUN,3 ROOM,Model A,74.0,YISHUN RING RD,338000.0,2013-09,,1988,04 TO 06,32430,363,2013-09-01,73.81506849315069,74,796.5286,424.3413230862018,-3289,4,6,5.0,YISHUN RING RD 1988,3017,2,15,0.2307692307692307,533.8035674038297,2022-08-01,2013
YISHUN,3 ROOM,New Generation,68.0,YISHUN AVE 5,338000.0,2013-09,,1984,04 TO 06,32429,709,2013-09-01,69.81232876712329,70,731.9452,461.7832045349843,-3289,4,6,5.0,YISHUN AVE 5 1984,1685,2,12,0.3,498.6712119978381,2012-10-01,2013
YISHUN,3 ROOM,New Generation,67.0,YISHUN ST 11,337000.0,2013-09,,1984,04 TO 06,32428,125,2013-09-01,69.81232876712329,70,721.1813,467.28887729063416,-3289,4,6,5.0,YISHUN ST 11 1984,880,2,12,0.3,515.0658819813286,2022-01-01,2013
YISHUN,3 ROOM,New Generation,67.0,YISHUN AVE 5,337000.0,2013-09,,1985,01 TO 03,32427,741,2013-09-01,70.81506849315069,71,721.1813,467.28887729063416,-3289,2,3,2.5,YISHUN AVE 5 1985,759,2,15,0.0384615384615384,561.5786210762814,2021-10-01,2013
YISHUN,3 ROOM,New Generation,67.0,YISHUN ST 21,336000.0,2013-09,,1985,10 TO 12,32426,235,2013-09-01,70.81506849315069,71,721.1813,465.9022634114335,-3289,10,12,11.0,YISHUN ST 21 1985,2996,2,15,0.6923076923076923,548.6664726331645,2022-05-01,2013
YISHUN,3 ROOM,New Generation,67.0,YISHUN AVE 5,336000.0,2013-09,,1985,04 TO 06,32425,734,2013-09-01,70.81506849315069,71,721.1813,465.9022634114335,-3289,4,6,5.0,YISHUN AVE 5 1985,759,2,15,0.2307692307692307,561.5786210762814,2021-10-01,2013
YISHUN,3 ROOM,New Generation,67.0,YISHUN ST 21,351000.0,2013-09,,1985,07 TO 09,32440,214,2013-09-01,70.81506849315069,71,721.1813,486.7014715994439,-3289,7,9,8.0,YISHUN ST 21 1985,2996,2,15,0.4615384615384615,548.6664726331645,2022-05-01,2013
YISHUN,4 ROOM,Simplified,84.0,YISHUN AVE 6,353000.0,2013-09,,1988,10 TO 12,32441,435,2013-09-01,73.81506849315069,74,904.1676,390.41434353542417,-3289,10,12,11.0,YISHUN AVE 6 1988,1528,2,15,0.6923076923076923,502.1790805753868,2021-10-01,2013
YISHUN,3 ROOM,New Generation,67.0,YISHUN AVE 5,355000.0,2013-09,,1985,10 TO 12,32442,741,2013-09-01,70.81506849315069,71,721.1813,492.2479271162467,-3289,10,12,11.0,YISHUN AVE 5 1985,759,2,15,0.6923076923076923,561.5786210762814,2021-10-01,2013
YISHUN,4 ROOM,Simplified,84.0,YISHUN ST 81,360000.0,2013-09,,1987,01 TO 03,32443,868,2013-09-01,72.81506849315069,73,904.1676,398.15627102762807,-3289,2,3,2.5,YISHUN ST 81 1987,746,2,15,0.0384615384615384,524.1017949205053,2022-03-01,2013
YISHUN,4 ROOM,Simplified,84.0,YISHUN ST 61,395000.0,2013-09,,1987,10 TO 12,32462,646,2013-09-01,72.81506849315069,73,904.1676,436.86590848864745,-3289,10,12,11.0,YISHUN ST 61 1987,1633,2,15,0.6923076923076923,490.2598903496818,2022-08-01,2013
YISHUN,4 ROOM,Simplified,84.0,YISHUN ST 72,390000.0,2013-09,,1985,01 TO 03,32461,764,2013-09-01,70.81506849315069,71,904.1676,431.3359602799304,-3289,2,3,2.5,YISHUN ST 72 1985,993,2,15,0.0384615384615384,544.939254525873,2012-01-01,2013
YISHUN,4 ROOM,Simplified,84.0,YISHUN ST 81,388000.0,2013-09,,1987,07 TO 09,32460,879,2013-09-01,72.81506849315069,73,904.1676,429.1239809964436,-3289,7,9,8.0,YISHUN ST 81 1987,746,2,15,0.4615384615384615,524.1017949205053,2022-03-01,2013
YISHUN,4 ROOM,Simplified,84.0,YISHUN RING RD,386000.0,2013-09,,1986,10 TO 12,32459,120,2013-09-01,71.81506849315069,72,904.1676,426.9120017129568,-3289,10,12,11.0,YISHUN RING RD 1986,1026,2,18,0.5625,574.8381162961381,2022-07-01,2013
YISHUN,3 ROOM,Model A,73.0,YISHUN ST 81,385000.0,2013-09,,1988,07 TO 09,32458,833,2013-09-01,73.81506849315069,74,785.7647,489.9685618353688,-3289,7,9,8.0,YISHUN ST 81 1988,2103,2,15,0.4615384615384615,533.2385127507001,2022-08-01,2013
YISHUN,4 ROOM,Simplified,84.0,YISHUN ST 61,384000.0,2013-09,,1987,07 TO 09,32457,638,2013-09-01,72.81506849315069,73,904.1676,424.7000224294699,-3289,7,9,8.0,YISHUN ST 61 1987,1633,2,15,0.4615384615384615,490.2598903496818,2022-08-01,2013
YISHUN,4 ROOM,Model A,104.0,YISHUN AVE 6,383000.0,2013-09,,1988,01 TO 03,32456,393,2013-09-01,73.81506849315069,74,1119.4456,342.1336418670099,-3289,2,3,2.5,YISHUN AVE 6 1988,1528,2,15,0.0384615384615384,502.1790805753868,2021-10-01,2013
YISHUN,3 ROOM,New Generation,67.0,YISHUN ST 11,330000.0,2013-09,,1985,10 TO 12,32423,124,2013-09-01,70.81506849315069,71,721.1813,457.5825801362293,-3289,10,12,11.0,YISHUN ST 11 1985,2226,2,15,0.6923076923076923,522.7534324586619,2012-11-01,2013
YISHUN,3 ROOM,Model A,74.0,YISHUN ST 81,382000.0,2013-09,,1988,10 TO 12,32455,852,2013-09-01,73.81506849315069,74,796.5286,479.5810219494944,-3289,10,12,11.0,YISHUN ST 81 1988,2103,2,15,0.6923076923076923,533.2385127507001,2022-08-01,2013
YISHUN,4 ROOM,Simplified,84.0,YISHUN ST 22,370000.0,2013-09,,1985,10 TO 12,32450,279,2013-09-01,70.81506849315069,71,904.1676,409.2161674450622,-3289,10,12,11.0,YISHUN ST 22 1985,866,2,15,0.6923076923076923,501.42237237178006,2022-03-01,2013
YISHUN,4 ROOM,Simplified,84.0,YISHUN ST 71,370000.0,2013-09,,1987,01 TO 03,32449,713,2013-09-01,72.81506849315069,73,904.1676,409.2161674450622,-3289,2,3,2.5,YISHUN ST 71 1987,1188,2,12,0.05,518.2252715093972,2022-08-01,2013
YISHUN,4 ROOM,Model A,104.0,YISHUN AVE 11,370000.0,2013-09,,1988,01 TO 03,32448,423,2013-09-01,73.81506849315069,74,1119.4456,330.52075062870404,-3289,2,3,2.5,YISHUN AVE 11 1988,1273,2,15,0.0384615384615384,487.4397984701871,2022-06-01,2013
YISHUN,3 ROOM,New Generation,71.0,YISHUN ST 21,362000.0,2013-09,,1985,04 TO 06,32447,202,2013-09-01,70.81506849315069,71,764.2369,473.6751130441359,-3289,4,6,5.0,YISHUN ST 21 1985,2996,2,15,0.2307692307692307,548.6664726331645,2022-05-01,2013
YISHUN,4 ROOM,Simplified,84.0,YISHUN RING RD,360000.0,2013-09,,1988,10 TO 12,32446,388,2013-09-01,73.81506849315069,74,904.1676,398.15627102762807,-3289,10,12,11.0,YISHUN RING RD 1988,3017,2,15,0.6923076923076923,533.8035674038297,2022-08-01,2013
YISHUN,3 ROOM,Model A,73.0,YISHUN RING RD,360000.0,2013-09,,1988,10 TO 12,32445,617,2013-09-01,73.81506849315069,74,785.7647,458.1524214564488,-3289,10,12,11.0,YISHUN RING RD 1988,3017,2,15,0.6923076923076923,533.8035674038297,2022-08-01,2013
YISHUN,3 ROOM,Model A,73.0,YISHUN RING RD,360000.0,2013-09,,1988,01 TO 03,32444,615,2013-09-01,73.81506849315069,74,785.7647,458.1524214564488,-3289,2,3,2.5,YISHUN RING RD 1988,3017,2,15,0.0384615384615384,533.8035674038297,2022-08-01,2013
YISHUN,4 ROOM,Simplified,84.0,YISHUN ST 61,377000.0,2013-09,,1987,07 TO 09,32454,639,2013-09-01,72.81506849315069,73,904.1676,416.9580949372661,-3289,7,9,8.0,YISHUN ST 61 1987,1633,2,15,0.4615384615384615,490.2598903496818,2022-08-01,2013
WOODLANDS,4 ROOM,Model A2,95.0,WOODLANDS DR 52,402000.0,2013-09,,1998,07 TO 09,32346,620,2013-09-01,83.82328767123288,84,1022.5705,393.1269286567528,-3289,7,9,8.0,WOODLANDS DR 52 1998,963,2,15,0.4615384615384615,450.0471293009009,2022-07-01,2013
WOODLANDS,4 ROOM,Model A,102.0,WOODLANDS DR 60,402000.0,2013-09,,1997,04 TO 06,32345,772,2013-09-01,82.82328767123288,83,1097.9178,366.14762963128936,-3289,4,6,5.0,WOODLANDS DR 60 1997,1492,2,15,0.2307692307692307,469.62021710951,2022-06-01,2013
WOODLANDS,4 ROOM,Model A,102.0,WOODLANDS ST 82,400000.0,2013-09,,1996,01 TO 03,32344,841,2013-09-01,81.82054794520548,82,1097.9178,364.3259996331237,-3289,2,3,2.5,WOODLANDS ST 82 1996,864,2,15,0.0384615384615384,442.3958566973645,2022-06-01,2013
TAMPINES,5 ROOM,Improved,123.0,TAMPINES AVE 9,545000.0,2013-09,,1993,04 TO 06,32246,492B,2013-09-01,78.82054794520548,79,1323.9597,411.64394958547456,-3289,4,6,5.0,TAMPINES AVE 9 1993,717,2,15,0.2307692307692307,497.4340813888476,2022-08-01,2013
TAMPINES,5 ROOM,Improved,122.0,TAMPINES ST 41,540000.0,2013-09,,1986,07 TO 09,32245,432,2013-09-01,71.81506849315069,72,1313.1958,411.21057499574704,-3289,7,9,8.0,TAMPINES ST 41 1986,719,2,15,0.4615384615384615,537.0962197716441,2022-06-01,2013
TAMPINES,5 ROOM,Model A,133.0,TAMPINES ST 11,540000.0,2013-09,,1985,01 TO 03,32244,127,2013-09-01,70.81506849315069,71,1431.5987,377.2006778156476,-3289,2,3,2.5,TAMPINES ST 11 1985,233,2,12,0.05,520.7309192208469,2022-08-01,2013
TAMPINES,5 ROOM,Improved,127.0,TAMPINES ST 43,540000.0,2013-09,,1993,10 TO 12,32243,496B,2013-09-01,78.82054794520548,79,1367.0153,395.021182279379,-3289,10,12,11.0,TAMPINES ST 43 1993,458,2,15,0.6923076923076923,496.6977794998253,2021-07-01,2013
TAMPINES,5 ROOM,Improved,123.0,TAMPINES ST 71,540000.0,2013-09,,1997,01 TO 03,32242,730,2013-09-01,82.82328767123288,83,1323.9597,407.8673995892776,-3289,2,3,2.5,TAMPINES ST 71 1997,3211,2,18,0.03125,551.9538894441824,2022-05-01,2013
TAMPINES,5 ROOM,Improved,122.0,SIMEI ST 2,535000.0,2013-09,,1989,01 TO 03,32241,141,2013-09-01,74.81780821917809,75,1313.1958,407.40306967171233,-3289,2,3,2.5,SIMEI ST 2 1989,110,2,12,0.05,491.3146293129385,2022-02-01,2013
TAMPINES,4 ROOM,Model A,110.0,TAMPINES ST 21,530000.0,2013-09,,1984,07 TO 09,32240,262,2013-09-01,69.81232876712329,70,1184.029,447.62417136742425,-3289,7,9,8.0,TAMPINES ST 21 1984,2794,2,15,0.4615384615384615,594.5800314012579,2022-08-01,2013
TAMPINES,5 ROOM,Improved,121.0,TAMPINES ST 21,530000.0,2013-09,,1984,01 TO 03,32239,256,2013-09-01,69.81232876712329,70,1302.4319,406.9310648794766,-3289,2,3,2.5,TAMPINES ST 21 1984,2794,2,15,0.0384615384615384,594.5800314012579,2022-08-01,2013
TAMPINES,5 ROOM,Premium Apartment,124.0,TAMPINES ST 45,527000.0,2013-09,,1997,01 TO 03,32238,498A,2013-09-01,82.82328767123288,83,1334.7236,394.83830210239785,-3289,2,3,2.5,TAMPINES ST 45 1997,822,2,12,0.05,576.3786018685663,2022-02-01,2013
TAMPINES,5 ROOM,Improved,121.0,TAMPINES ST 22,525000.0,2013-09,,1985,10 TO 12,32237,294,2013-09-01,70.81506849315069,71,1302.4319,403.0920925692928,-3289,10,12,11.0,TAMPINES ST 22 1985,888,2,15,0.6923076923076923,513.047135304257,2012-09-01,2013
TAMPINES,4 ROOM,Model A,108.0,TAMPINES ST 12,525000.0,2013-09,,1984,04 TO 06,32236,163,2013-09-01,69.81232876712329,70,1162.5012,451.61243704522633,-3289,4,6,5.0,TAMPINES ST 12 1984,1524,2,12,0.3,626.468403017795,2021-12-01,2013
TAMPINES,5 ROOM,Improved,126.0,TAMPINES ST 45,525000.0,2013-09,,1993,10 TO 12,32235,490B,2013-09-01,78.82054794520548,79,1356.2514,387.096374610194,-3289,10,12,11.0,TAMPINES ST 45 1993,658,2,15,0.6923076923076923,516.960964802001,2022-06-01,2013
TAMPINES,5 ROOM,Improved,126.0,TAMPINES ST 22,523000.0,2013-09,,1985,10 TO 12,32234,294,2013-09-01,70.81506849315069,71,1356.2514,385.6217217545361,-3289,10,12,11.0,TAMPINES ST 22 1985,888,2,15,0.6923076923076923,513.047135304257,2012-09-01,2013
TAMPINES,4 ROOM,Model A,104.0,SIMEI ST 4,520000.0,2013-09,,1988,10 TO 12,32233,228,2013-09-01,73.81506849315069,74,1119.4456,464.5156495322327,-3289,10,12,11.0,SIMEI ST 4 1988,576,2,12,0.9,550.4192285553169,2022-08-01,2013
TAMPINES,5 ROOM,Improved,126.0,TAMPINES ST 84,520000.0,2013-09,,1986,01 TO 03,32232,882,2013-09-01,71.81506849315069,72,1356.2514,383.4097424710493,-3289,2,3,2.5,TAMPINES ST 84 1986,49,2,12,0.05,447.76262610648007,2020-10-01,2013
TAMPINES,5 ROOM,Model A,133.0,TAMPINES AVE 4,548000.0,2013-09,,1984,01 TO 03,32247,903,2013-09-01,69.81232876712329,70,1431.5987,382.7888360055091,-3289,2,3,2.5,TAMPINES AVE 4 1984,1164,2,18,0.03125,547.7124822842744,2021-11-01,2013
TAMPINES,5 ROOM,Improved,121.0,TAMPINES ST 83,516000.0,2013-09,,1989,04 TO 06,32231,869,2013-09-01,74.81780821917809,75,1302.4319,396.1819424109621,-3289,4,6,5.0,TAMPINES ST 83 1989,556,2,15,0.2307692307692307,531.2313200019629,2022-06-01,2013
TAMPINES,5 ROOM,Improved,129.0,TAMPINES ST 33,550000.0,2013-09,,1996,01 TO 03,32248,358,2013-09-01,81.82054794520548,82,1388.5431,396.0986158801985,-3289,2,3,2.5,TAMPINES ST 33 1996,1196,2,12,0.05,486.635442367101,2022-06-01,2013
TAMPINES,5 ROOM,Improved,122.0,SIMEI ST 1,570000.0,2013-09,,1988,04 TO 06,32250,106,2013-09-01,73.81506849315069,74,1313.1958,434.0556069399552,-3289,4,6,5.0,SIMEI ST 1 1988,2817,2,15,0.2307692307692307,558.5247690804227,2022-07-01,2013
TAMPINES,EXECUTIVE,Maisonette,147.0,TAMPINES ST 11,707888.0,2013-09,,1985,07 TO 09,32265,125,2013-09-01,70.81506849315069,71,1582.2933,447.3810260082628,-3289,7,9,8.0,TAMPINES ST 11 1985,233,2,12,0.6,520.7309192208469,2022-08-01,2013
TAMPINES,EXECUTIVE,Apartment,147.0,TAMPINES ST 32,689888.0,2013-09,,1995,07 TO 09,32264,324,2013-09-01,80.82054794520548,81,1582.2933,436.0051325503306,-3289,7,9,8.0,TAMPINES ST 32 1995,311,2,12,0.6,572.690526820561,2022-07-01,2013
TAMPINES,EXECUTIVE,Maisonette,146.0,TAMPINES AVE 5,680000.0,2013-09,,1989,04 TO 06,32263,940,2013-09-01,74.81780821917809,75,1571.5294,432.6995091533127,-3289,4,6,5.0,TAMPINES AVE 5 1989,115,2,12,0.3,568.1649990130634,2022-03-01,2013
TAMPINES,EXECUTIVE,Apartment,159.0,TAMPINES ST 43,677000.0,2013-09,,1993,04 TO 06,32262,477,2013-09-01,78.82054794520548,79,1711.4601,395.5686726205303,-3289,4,6,5.0,TAMPINES ST 43 1993,458,2,15,0.2307692307692307,496.6977794998253,2021-07-01,2013
TAMPINES,EXECUTIVE,Apartment,147.0,TAMPINES ST 32,665000.0,2013-09,,1996,07 TO 09,32261,334,2013-09-01,81.82054794520548,82,1582.2933,420.2760638624963,-3289,7,9,8.0,TAMPINES ST 32 1996,387,2,12,0.6,518.6030881763969,2022-03-01,2013
TAMPINES,EXECUTIVE,Apartment,140.0,TAMPINES ST 72,663000.0,2013-09,,1997,13 TO 15,32260,739,2013-09-01,82.82328767123288,83,1506.946,439.962679485529,-3289,13,15,14.0,TAMPINES ST 72 1997,1366,2,15,0.9230769230769232,536.7730495983267,2022-05-01,2013
TAMPINES,EXECUTIVE,Apartment,148.0,TAMPINES ST 32,658000.0,2013-09,,1995,01 TO 03,32259,330,2013-09-01,80.82054794520548,81,1593.0572,413.0422937732556,-3289,2,3,2.5,TAMPINES ST 32 1995,311,2,12,0.05,572.690526820561,2022-07-01,2013
TAMPINES,5 ROOM,Improved,120.0,TAMPINES ST 71,630000.0,2013-09,,1997,13 TO 15,32258,734,2013-09-01,82.82328767123288,83,1291.668,487.7414320088444,-3289,13,15,14.0,TAMPINES ST 71 1997,3211,2,18,0.75,551.9538894441824,2022-05-01,2013
TAMPINES,5 ROOM,Improved,127.0,SIMEI ST 4,615000.0,2013-09,,1989,04 TO 06,32257,232,2013-09-01,74.81780821917809,75,1367.0153,449.8852353737372,-3289,4,6,5.0,SIMEI ST 4 1989,300,2,12,0.3,500.2476225731737,2012-11-01,2013
TAMPINES,5 ROOM,Improved,119.0,TAMPINES ST 72,605000.0,2013-09,,1997,13 TO 15,32256,718,2013-09-01,82.82328767123288,83,1280.9041,472.32263523865686,-3289,13,15,14.0,TAMPINES ST 72 1997,1366,2,15,0.9230769230769232,536.7730495983267,2022-05-01,2013
TAMPINES,5 ROOM,Improved,124.0,TAMPINES AVE 9,593800.0,2013-09,,1993,13 TO 15,32255,496E,2013-09-01,78.82054794520548,79,1334.7236,444.88611724554806,-3289,13,15,14.0,TAMPINES AVE 9 1993,717,2,15,0.9230769230769232,497.4340813888476,2022-08-01,2013
TAMPINES,5 ROOM,Improved,119.0,TAMPINES ST 72,588000.0,2013-09,,1997,13 TO 15,32254,720,2013-09-01,82.82328767123288,83,1280.9041,459.0507595377359,-3289,13,15,14.0,TAMPINES ST 72 1997,1366,2,15,0.9230769230769232,536.7730495983267,2022-05-01,2013
TAMPINES,5 ROOM,Improved,121.0,TAMPINES AVE 9,580000.0,2013-09,,1993,07 TO 09,32253,496G,2013-09-01,78.82054794520548,79,1302.4319,445.320787981314,-3289,7,9,8.0,TAMPINES AVE 9 1993,717,2,15,0.4615384615384615,497.4340813888476,2022-08-01,2013
TAMPINES,5 ROOM,Improved,121.0,TAMPINES ST 23,570000.0,2013-09,,1985,10 TO 12,32252,216,2013-09-01,70.81506849315069,71,1302.4319,437.6428433609465,-3289,10,12,11.0,TAMPINES ST 23 1985,935,2,15,0.6923076923076923,540.7794128882709,2022-07-01,2013
TAMPINES,5 ROOM,Improved,127.0,TAMPINES AVE 5,570000.0,2013-09,,1988,04 TO 06,32251,859,2013-09-01,73.81506849315069,74,1367.0153,416.9668035171223,-3289,4,6,5.0,TAMPINES AVE 5 1988,736,2,15,0.2307692307692307,587.5141595492183,2022-08-01,2013
TAMPINES,5 ROOM,Improved,122.0,TAMPINES ST 84,555000.0,2013-09,,1988,04 TO 06,32249,876,2013-09-01,73.81506849315069,74,1313.1958,422.6330909678511,-3289,4,6,5.0,TAMPINES ST 84 1988,698,2,15,0.2307692307692307,483.34736505380977,2012-08-01,2013
TAMPINES,5 ROOM,Improved,122.0,TAMPINES ST 81,515000.0,2013-09,,1988,01 TO 03,32230,897,2013-09-01,73.81506849315069,74,1313.1958,392.1730483755736,-3289,2,3,2.5,TAMPINES ST 81 1988,999,2,15,0.0384615384615384,547.7124822842744,2022-04-01,2013
TAMPINES,4 ROOM,Model A,109.0,TAMPINES ST 21,513000.0,2013-09,,1984,04 TO 06,32229,266,2013-09-01,69.81232876712329,70,1173.2650999999998,437.2413361652026,-3289,4,6,5.0,TAMPINES ST 21 1984,2794,2,15,0.2307692307692307,594.5800314012579,2022-08-01,2013
TAMPINES,5 ROOM,Improved,121.0,TAMPINES ST 22,512000.0,2013-09,,1985,07 TO 09,32228,298,2013-09-01,70.81506849315069,71,1302.4319,393.1107645628151,-3289,7,9,8.0,TAMPINES ST 22 1985,888,2,15,0.4615384615384615,513.047135304257,2012-09-01,2013
TAMPINES,4 ROOM,Model A,104.0,TAMPINES ST 43,453800.0,2013-09,,1993,10 TO 12,32207,493C,2013-09-01,78.82054794520548,79,1119.4456,405.3792341494754,-3289,10,12,11.0,TAMPINES ST 43 1993,458,2,15,0.6923076923076923,496.6977794998253,2021-07-01,2013
TAMPINES,4 ROOM,Model A,102.0,TAMPINES ST 34,452000.0,2013-09,,1997,10 TO 12,32206,368,2013-09-01,82.82328767123288,83,1097.9178,411.6883795854298,-3289,10,12,11.0,TAMPINES ST 34 1997,947,2,12,0.9,515.2610566239892,2022-07-01,2013
TAMPINES,4 ROOM,Model A,112.0,TAMPINES ST 33,446000.0,2013-09,,1995,04 TO 06,32205,342,2013-09-01,80.82054794520548,81,1205.5567999999998,369.9535351631711,-3289,4,6,5.0,TAMPINES ST 33 1995,940,2,12,0.3,460.9424522281386,2022-08-01,2013
TAMPINES,4 ROOM,Simplified,88.0,TAMPINES ST 42,440000.0,2013-09,,1987,07 TO 09,32204,459,2013-09-01,72.81506849315069,73,947.2232,464.5156495322328,-3289,7,9,8.0,TAMPINES ST 42 1987,432,2,12,0.6,599.5348649962684,2022-05-01,2013
TAMPINES,4 ROOM,Simplified,84.0,SIMEI ST 1,438000.0,2013-09,,1987,01 TO 03,32203,127,2013-09-01,72.81506849315069,73,904.1676,484.4234630836141,-3289,2,3,2.5,SIMEI ST 1 1987,385,2,12,0.05,519.8151316194034,2012-10-01,2013
TAMPINES,3 ROOM,Model A,78.0,TAMPINES ST 21,423000.0,2013-09,,1985,04 TO 06,32202,251,2013-09-01,70.81506849315069,71,839.5842,503.8208198772678,-3289,4,6,5.0,TAMPINES ST 21 1985,949,2,15,0.2307692307692307,557.4187794386793,2022-08-01,2013
TAMPINES,4 ROOM,Simplified,84.0,TAMPINES ST 44,410000.0,2013-09,,1986,01 TO 03,32201,470,2013-09-01,71.81506849315069,72,904.1676,453.45575311479865,-3289,2,3,2.5,TAMPINES ST 44 1986,214,2,12,0.05,498.41273747107135,2012-09-01,2013
TAMPINES,4 ROOM,Simplified,84.0,TAMPINES ST 83,407000.0,2013-09,,1985,04 TO 06,32200,833,2013-09-01,70.81506849315069,71,904.1676,450.1377841895684,-3289,4,6,5.0,TAMPINES ST 83 1985,191,2,15,0.2307692307692307,508.7552352019692,2022-08-01,2013
TAMPINES,4 ROOM,Simplified,84.0,TAMPINES ST 82,405000.0,2013-09,,1986,01 TO 03,32199,850,2013-09-01,71.81506849315069,72,904.1676,447.9258049060816,-3289,2,3,2.5,TAMPINES ST 82 1986,499,2,15,0.0384615384615384,530.8750280368374,2022-08-01,2013
TAMPINES,4 ROOM,Simplified,84.0,TAMPINES ST 42,405000.0,2013-09,,1988,04 TO 06,32198,458,2013-09-01,73.81506849315069,74,904.1676,447.9258049060816,-3289,4,6,5.0,TAMPINES ST 42 1988,182,2,12,0.3,499.9073180680219,2022-01-01,2013
TAMPINES,3 ROOM,Model A,83.0,TAMPINES ST 22,400000.0,2013-09,,1984,10 TO 12,32197,285,2013-09-01,69.81232876712329,70,893.4037,447.7259272599834,-3289,10,12,11.0,TAMPINES ST 22 1984,2015,2,15,0.6923076923076923,508.4563190825791,2022-06-01,2013
TAMPINES,3 ROOM,Model A,79.0,TAMPINES ST 11,400000.0,2013-09,,1982,10 TO 12,32196,112,2013-09-01,67.81232876712329,68,850.3480999999999,470.3955944630205,-3289,10,12,11.0,TAMPINES ST 11 1982,620,2,12,0.9,480.6188587160168,2013-04-01,2013
TAMPINES,3 ROOM,New Generation,82.0,TAMPINES ST 21,400000.0,2013-09,,1987,04 TO 06,32195,201B,2013-09-01,72.81506849315069,73,882.6397999999999,453.18599954364174,-3289,4,6,5.0,TAMPINES ST 21 1987,103,2,6,0.75,486.7014715994439,2013-12-01,2013
TAMPINES,3 ROOM,Model A,74.0,TAMPINES ST 12,395000.0,2013-09,,1984,04 TO 06,32194,145,2013-09-01,69.81232876712329,70,796.5286,495.9018420681944,-3289,4,6,5.0,TAMPINES ST 12 1984,1524,2,12,0.3,626.468403017795,2021-12-01,2013
TAMPINES,3 ROOM,Model A,73.0,TAMPINES ST 23,390000.0,2013-09,,1984,10 TO 12,32193,225,2013-09-01,69.81232876712329,70,785.7647,496.3317899111528,-3289,10,12,11.0,TAMPINES ST 23 1984,101,2,15,0.6923076923076923,506.5129548324072,2012-06-01,2013
TAMPINES,4 ROOM,Model A,104.0,TAMPINES ST 22,455000.0,2013-09,,1984,04 TO 06,32208,295,2013-09-01,69.81232876712329,70,1119.4456,406.4511933407037,-3289,4,6,5.0,TAMPINES ST 22 1984,2015,2,15,0.2307692307692307,508.4563190825791,2022-06-01,2013
TAMPINES,4 ROOM,Model A,104.0,TAMPINES ST 43,460000.0,2013-09,,1993,01 TO 03,32209,493E,2013-09-01,78.82054794520548,79,1119.4456,410.9176899708213,-3289,2,3,2.5,TAMPINES ST 43 1993,458,2,15,0.0384615384615384,496.6977794998253,2021-07-01,2013
TAMPINES,4 ROOM,Model A,103.0,TAMPINES ST 22,461800.0,2013-09,,1984,04 TO 06,32210,272,2013-09-01,69.81232876712329,70,1108.6817,416.5307319494856,-3289,4,6,5.0,TAMPINES ST 22 1984,2015,2,15,0.2307692307692307,508.4563190825791,2022-06-01,2013
TAMPINES,4 ROOM,Model A,104.0,TAMPINES ST 11,463000.0,2013-09,,1983,01 TO 03,32211,102,2013-09-01,68.81232876712329,69,1119.4456,413.5975879488918,-3289,2,3,2.5,TAMPINES ST 11 1983,115,2,12,0.05,495.48335950104826,2012-10-01,2013
